Emily	F	0.999556693958855
Hannah	F	0.9983051348566655
Madison	F	0.9992049489051085
Ashley	F	0.9966587589372309
Sarah	F	0.9973361640571129
Alexis	F	0.996542506861575
Samantha	F	0.9979177210562825
Jessica	F	0.9928367826794082
Elizabeth	F	0.9988041519027214
Taylor	F	0.9964189320319462
Lauren	F	0.9953766420497572
Alyssa	F	0.996349739355249
Kayla	F	0.9955055660482
Abigail	F	0.9992307373105139
Brianna	F	0.9962468028252771
Olivia	F	0.9995450726416525
Emma	F	0.9997041095264932
Megan	F	0.9886373783892368
Grace	F	0.9981947407787234
Victoria	F	0.9976940417036927
Rachel	F	0.9933202473219342
Anna	F	0.9971543720175992
Sydney	F	0.9949404596597625
Destiny	F	0.9932400135709807
Morgan	F	0.9947680867465879
Jennifer	F	0.9912431097289099
Jasmine	F	0.9951630256504498
Haley	F	0.9899977956680892
Julia	F	0.99579437500427
Kaitlyn	F	0.9919447213525918
Nicole	F	0.9930477977393573
Amanda	F	0.9884026711267627
Katherine	F	0.9954858210711572
Natalie	F	0.9978761869497801
Hailey	F	0.996748609665586
Alexandra	F	0.994975789652419
Savannah	F	0.9967085175847185
Chloe	F	0.9981812832486727
Rebecca	F	0.9914161717380117
Stephanie	F	0.9911341487910293
Maria	F	0.9945426484219775
Sophia	F	0.9991144107080339
Mackenzie	F	0.9952210536153904
Allison	F	0.9963475820266356
Isabella	F	0.999353241718846
Mary	F	0.9934300353597696
Amber	F	0.9868358266854537
Danielle	F	0.9881426353781929
Gabrielle	F	0.9917806091725424
Jordan	F	0.9890921634218515
Brooke	F	0.9935326058073236
Michelle	F	0.9914697087243906
Sierra	F	0.9859266050068156
Katelyn	F	0.9902946241966769
Andrea	F	0.9939546383503588
Madeline	F	0.99458756716295
Sara	F	0.992410287908262
Kimberly	F	0.9939189249895931
Courtney	F	0.9760876173292142
Erin	F	0.9869287746696235
Brittany	F	0.9772141016190069
Vanessa	F	0.992005931701457
Jenna	F	0.9890928423907944
Jacqueline	F	0.9883990040945915
Caroline	F	0.9947407974159296
Faith	F	0.9945708426355492
Makayla	F	0.9938574721810605
Bailey	F	0.9933301440982049
Paige	F	0.9928658872654536
Shelby	F	0.9874288421953142
Melissa	F	0.9894706551346921
Kaylee	F	0.9958373752239256
Christina	F	0.9856877013989473
Trinity	F	0.993675741425241
Mariah	F	0.9919994690328404
Caitlin	F	0.9742294690280198
Autumn	F	0.9944866168378615
Marissa	F	0.9827486936933296
Angela	F	0.9899154730720061
Breanna	F	0.9788053593153081
Catherine	F	0.9902398090325514
Zoe	F	0.9962032237912362
Briana	F	0.9852210421639268
Jada	F	0.9884213161466371
Laura	F	0.9858924580666042
Claire	F	0.9950886291839806
Alexa	F	0.9953975174862458
Kelsey	F	0.9852735180818238
Kathryn	F	0.9859890697793704
Leslie	F	0.9862834103533993
Alexandria	F	0.9885525443809728
Sabrina	F	0.9850589628213232
Mia	F	0.9982141376356923
Isabel	F	0.9922306938325772
Molly	F	0.992435642240267
Katie	F	0.9875706879105132
Leah	F	0.9958241618212399
Gabriella	F	0.9955600207121703
Cheyenne	F	0.9849068192008128
Cassandra	F	0.9799120147744492
Tiffany	F	0.9808189688270613
Erica	F	0.9757523773466694
Lindsey	F	0.9771004341372782
Kylie	F	0.9947792645742365
Amy	F	0.9908209234497732
Diana	F	0.9885643959005992
Cassidy	F	0.9858370376597801
Mikayla	F	0.9858936167910762
Ariana	F	0.9945746421390045
Margaret	F	0.9898649020104663
Kelly	F	0.9817538494347248
Miranda	F	0.9871149214655797
Maya	F	0.9946411234015976
Melanie	F	0.9937109623624203
Audrey	F	0.9953276025057738
Jade	F	0.9922429748975806
Gabriela	F	0.988827636522227
Caitlyn	F	0.9763315743680953
Angel	F	0.9869922287291509
Jillian	F	0.9832126193511305
Alicia	F	0.9854144597318822
Jocelyn	F	0.9928707660165237
Erika	F	0.9748882627767937
Lily	F	0.996562183659904
Heather	F	0.9667974233011516
Madelyn	F	0.9938580895588062
Adriana	F	0.9900992693365888
